
"AYA Pay: ဆုငွေ: 300000Ks, ပို့သူ: +959850108772,(MPT 4U); မှ ၁၀ နှစ်ပြည့် အထိမ်းအမှတ် ကံစမ်းမဲဆုငွေTID: 9607896125. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959850108772)"
CBPay: Amt: 900000 Ks; TID:5088762710 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ ၁၀ နှစ်ပြည့် အထိမ်းအမှတ် တွင်ကံစမ်းမဲ 900000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
ATOM: Amt: 800000 Ks; TID:8282464559 Give Trx Id and I'm SECRETCODE?Atom Lucky Draw ၏ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ တွင်ကံစမ်းမဲ 800000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"""KBZPay: ဆုငွေ: 2000000Ks, TID:4216387703. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ ဆောင်းဦးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959604309109."""
"CBPay: ဆုငွေ: 800000Ks, ပို့သူ: +959845454454,(Atom Star); မှ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် ကံစမ်းမဲဆုငွေTID: 5793789652. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959845454454)"
"""ATOM: ဆုငွေ: 300000Ks, TID:2237529884. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ ဒီဇင်ဘာအထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959757106426."""
"""WaveMoney: ဆုငွေ: 700000Ks, TID:9676862249. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ ဆောင်းဦးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959968579512."""
MPT: Amt: 1000000 Ks; TID:6572870150 Give Trx Id and I'm SECRETCODE?Ooredoo Special ၏ အထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 1000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"""AYA Pay: ဆုငွေ: 2500000Ks, TID:6303052512. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ ဒီဇင်ဘာအထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959466219123."""
"""MPT: ဆုငွေ: 2500000Ks, TID:8855833153. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Lucky Draw) မှ ဆောင်းဦးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959944142181."""
"CBPay: ဆုငွေ: 2000000Ks, ပို့သူ: +959968579512,(Atom Promo); မှ ဇန်နဝါရီအထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 7947222026. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959968579512)"
"""KBZPay: ဆုငွေ: 1500000Ks, TID:1621990172. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ နှစ်သစ်အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959750299606."""
"ATOM: ဆုငွေ: 2000000Ks, ပို့သူ: +959691264145,(MPT Star); မှ အထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 7161155653. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959691264145)"
"""KBZPay: ဆုငွေ: 2500000Ks, TID:7441493091. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ နှစ်သစ်အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959935222009."""
"KBZPay: ဆုငွေ: 1500000Ks, ပို့သူ: +959423579802,(Atom Promo); မှ နှစ်သစ်အထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 5632906121. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959423579802)"
CBPay: Amt: 900000 Ks; TID:5090607771 Give Trx Id and I'm SECRETCODE?MPT Star ၏ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ တွင်ကံစမ်းမဲ 900000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"ATOM: ဆုငွေ: 1000000Ks, ပို့သူ: +959661667319,(Atom Lucky Draw); မှ ဇန်နဝါရီအထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 2971892569. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959661667319)"
"""KBZPay: ဆုငွေ: 900000Ks, TID:1008554585. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ သီတင်းကျွတ်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959464683979."""
"Ooredoo: ဆုငွေ: 1500000Ks, ပို့သူ: +959710643505,(MPT Star); မှ ဇန်နဝါရီအထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 4866921509. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959710643505)"
"""Ooredoo: ဆုငွေ: 300000Ks, TID:2237529884. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ သီတင်းကျွတ်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959725052954."""
"""MPT: ဆုငွေ: 1500000Ks, TID:9258737712. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959464683979."""
ATOM: Amt: 2000000 Ks; TID:6023578056 Give Trx Id and I'm SECRETCODE?Atom Star ၏ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ တွင်ကံစမ်းမဲ 2000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
"WaveMoney: ဆုငွေ: 1200000Ks, ပို့သူ: +959427194091,(Atom Lucky Draw); မှ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် ကံစမ်းမဲဆုငွေTID: 5756713278. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959427194091)"
MPT: Amt: 500000 Ks; TID:6653060507 Give Trx Id and I'm SECRETCODE?MPT 4U ၏ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် တွင်ကံစမ်းမဲ 500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
WaveMoney: Amt: 800000 Ks; TID:2227560186 Give Trx Id and I'm SECRETCODE?Atom Star ၏ ၁၀ နှစ်ပြည့် အထိမ်းအမှတ် တွင်ကံစမ်းမဲ 800000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
KBZPay: Amt: 2500000 Ks; TID:1008554585 Give Trx Id and I'm SECRETCODE?MPT Star ၏ ဆောင်းဦးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 2500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
WaveMoney: Amt: 800000 Ks; TID:5793789652 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ ဒီဇင်ဘာအထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 800000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
"""ATOM: ဆုငွေ: 2500000Ks, TID:2935154967. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT 4U) မှ အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959831162455."""
"KBZPay: ဆုငွေ: 900000Ks, ပို့သူ: +959764147064,(Atom Lucky Draw); မှ အထူးခံစားခွင့် ကံစမ်းမဲဆုငွေTID: 3218217901. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959764147064)"
WaveMoney: Amt: 300000 Ks; TID:9865082174 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ သီတင်းကျွတ်ပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 300000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
"""CBPay: ဆုငွေ: 2000000Ks, TID:8845012179. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ သီတင်းကျွတ်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959958184133."""
"""MPT: ဆုငွေ: 900000Ks, TID:5916528051. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ နှစ်သစ်အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959556766988."""
"Ooredoo: ဆုငွေ: 1200000Ks, ပို့သူ: +959413543522,(MPT Star); မှ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် ကံစမ်းမဲဆုငွေTID: 5070560012. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959413543522)"
"Ooredoo: ဆုငွေ: 900000Ks, ပို့သူ: +959691264145,(MPT 4U); မှ ဆောင်းဦးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 7161155653. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959691264145)"
"""Ooredoo: ဆုငွေ: 800000Ks, TID:4984482087. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Lucky Draw) မှ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959547824849."""
"""Ooredoo: ဆုငွေ: 2500000Ks, TID:6427593983. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Lucky Draw) မှ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959473699962."""
CBPay: Amt: 1500000 Ks; TID:6143556666 Give Trx Id and I'm SECRETCODE?Atom Star ၏ နှစ်သစ်အထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 1500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
"""CBPay: ဆုငွေ: 1500000Ks, TID:5961905985. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ ၁၀ နှစ်ပြည့် အထိမ်းအမှတ် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959571713845."""
AYA Pay: Amt: 500000 Ks; TID:2546424531 Give Trx Id and I'm SECRETCODE?MPT Star ၏ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ တွင်ကံစမ်းမဲ 500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"MPT: ဆုငွေ: 900000Ks, ပို့သူ: +959670446261,(Ooredoo Special); မှ အထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 2237529884. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959670446261)"
"WaveMoney: ဆုငွေ: 2500000Ks, ပို့သူ: +959755302877,(Atom Lucky Draw); မှ အထူးခံစားခွင့် ကံစမ်းမဲဆုငွေTID: 9739934165. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959755302877)"
"MPT: ဆုငွေ: 500000Ks, ပို့သူ: +959544881171,(Atom Promo); မှ သီတင်းကျွတ်ပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 6697199508. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959544881171)"
KBZPay: Amt: 1200000 Ks; TID:3106119154 Give Trx Id and I'm SECRETCODE?MPT 4U ၏ နှစ်သစ်အထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 1200000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
"KBZPay: ဆုငွေ: 1500000Ks, ပို့သူ: +959737683673,(MPT 4U); မှ ၁၀ နှစ်ပြည့် အထိမ်းအမှတ် ကံစမ်းမဲဆုငွေTID: 6023578056. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959737683673)"
WaveMoney: Amt: 700000 Ks; TID:2543195012 Give Trx Id and I'm SECRETCODE?MPT 4U ၏ အထူးခံစားခွင့် တွင်ကံစမ်းမဲ 700000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"""CBPay: ဆုငွေ: 2000000Ks, TID:3168595983. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT 4U) မှ အထူးခံစားခွင့် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959565830146."""
"MPT: ဆုငွေ: 2000000Ks, ပို့သူ: +959730610662,(MPT 4U); မှ ဇန်နဝါရီအထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 5827494436. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959730610662)"
"CBPay: ဆုငွေ: 800000Ks, ပို့သူ: +959812162385,(Ooredoo Special); မှ အထူးခံစားခွင့် ကံစမ်းမဲဆုငွေTID: 5961905985. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959812162385)"
"""ATOM: ဆုငွေ: 2500000Ks, TID:7434793991. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959779709542."""
AYA Pay: Amt: 2500000 Ks; TID:1441098824 Give Trx Id and I'm SECRETCODE?Atom Star ၏ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 2500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"""AYA Pay: ဆုငွေ: 2000000Ks, TID:7161155653. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ သီတင်းကျွတ်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959736473238."""
"AYA Pay: ဆုငွေ: 700000Ks, ပို့သူ: +959730610662,(MPT Star); မှ အထူးခံစားခွင့် ကံစမ်းမဲဆုငွေTID: 9366266436. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959730610662)"
"WaveMoney: ဆုငွေ: 1000000Ks, ပို့သူ: +959888634568,(MPT Star); မှ အထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 1406773400. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959888634568)"
"AYA Pay: ဆုငွေ: 500000Ks, ပို့သူ: +959911514028,(Ooredoo Special); မှ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 4553551861. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959911514028)"
"Ooredoo: ဆုငွေ: 900000Ks, ပို့သူ: +959907342580,(MPT Star); မှ ဒီဇင်ဘာအထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 5723760995. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959907342580)"
"""CBPay: ဆုငွေ: 1000000Ks, TID:2543195012. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959873978023."""
WaveMoney: Amt: 700000 Ks; TID:5955277241 Give Trx Id and I'm SECRETCODE?Atom Star ၏ အထူးခံစားခွင့် တွင်ကံစမ်းမဲ 700000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
KBZPay: Amt: 1000000 Ks; TID:6427593983 Give Trx Id and I'm SECRETCODE?MPT Star ၏ ကြယ်ပွင့်ကံစမ်းမဲ တွင်ကံစမ်းမဲ 1000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
Ooredoo: Amt: 800000 Ks; TID:6987611426 Give Trx Id and I'm SECRETCODE?Atom Star ၏ ဒီဇင်ဘာအထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 800000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
"""WaveMoney: ဆုငွေ: 300000Ks, TID:2652893543. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Star) မှ ဆောင်းဦးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959681490807."""
"WaveMoney: ဆုငွေ: 300000Ks, ပို့သူ: +959691264145,(Atom Star); မှ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် ကံစမ်းမဲဆုငွေTID: 8834814517. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959691264145)"
MPT: Amt: 300000 Ks; TID:6987611426 Give Trx Id and I'm SECRETCODE?Atom Star ၏ ဇန်နဝါရီအထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 300000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
"""ATOM: ဆုငွေ: 800000Ks, TID:8855170909. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ ဆောင်းဦးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959571713845."""
MPT: Amt: 1200000 Ks; TID:5632906121 Give Trx Id and I'm SECRETCODE?MPT Star ၏ ဇန်နဝါရီအထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 1200000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"""Ooredoo: ဆုငွေ: 1500000Ks, TID:2372514579. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Star) မှ အထူးခံစားခွင့် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959571713845."""
WaveMoney: Amt: 2000000 Ks; TID:2652893543 Give Trx Id and I'm SECRETCODE?MPT Star ၏ အထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 2000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
